Ticker,Alpha,Beta_Mkt,Beta_SMB,Beta_HML,R2
A,0.001468203349939833,0.22628656665040192,0.013810991023364262,0.18596280504570034,0.02296493421088408
B,-0.000165656810089717,1.0535959538174895,2.1324824223894465,-0.1434768120228484,0.32021824790902975
C,-0.0005727025959194638,1.5314945720154072,1.9967651390157313,-1.1249907275414504,0.4366170290318172
D,0.006655909831317384,0.45776002630547125,4.545495739541769,0.6969623871862473,0.10410178040924589
E,0.0008921795059745239,1.4586252589830386,1.570197480543055,0.886427165715043,0.3281327951084607
F,0.0006567681713994462,1.112058729002995,-0.5249741541065364,-0.49217442724972443,0.7083107916600107
G,-0.0011363345792480854,1.0014326089801864,2.1719976453638887,-1.5443025873151772,0.21121588871705022
H,0.00072606830088944,1.4752804598201386,0.6749290585267351,-0.7863834802021985,0.411968574050109
