,Average electricity cost assumption: 0.05 USD/kWh,,,,,,
Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh"
1450742400,2015-12-22T00:00:00,1.652474688,0.190099035632832,0.644019023533674,14.485593115008,1.66640814635741,5.64547076029618
1450828800,2015-12-23T00:00:00,1.68277386514286,0.193584622672169,0.655827523003662,14.7511957018423,1.69696280234423,5.7489840666501
1450915200,2015-12-24T00:00:00,1.69359731657143,0.194829741701061,0.660045747144044,14.8460740770651,1.7078775157515,5.78596101946469
1451001600,2015-12-25T00:00:00,1.71692456228571,0.197513284720786,0.669137075510972,15.0505607129966,1.73140145386241,5.86565560392918
1451088000,2015-12-26T00:00:00,1.73922227657143,0.200078391474501,0.677827164554756,15.2460224764251,1.75388717966547,5.94183292448699
1451174400,2015-12-27T00:00:00,1.80293003657143,0.207407268477141,0.702655992303019,15.8044847005851,1.81813211547061,6.15948242852827
1451260800,2015-12-28T00:00:00,1.80611540571429,0.207773710157966,0.703897426341237,15.8324076464914,1.82134434324473,6.17036483930729
1451347200,2015-12-29T00:00:00,1.82044964571429,0.209422706793326,0.709483910246217,15.9580615943314,1.83579944775029,6.21933595721833
1451433600,2015-12-30T00:00:00,1.83319121142857,0.210888483771531,0.714449681140738,16.0697541593829,1.84864844874124,6.26286590487971
1451520000,2015-12-31T00:00:00,1.70563415961171,0.213318975174274,0.686412507435722,14.9515890431563,1.86995413637769,6.01709204018154
1451606400,2016-01-01T00:00:00,1.53912364369423,0.211133146087269,0.643022726678981,13.4919578606236,1.850793158601,5.63673722206795
1451692800,2016-01-02T00:00:00,1.36505710818497,0.209335070740491,0.598281054339021,11.9660906103495,1.83503123011115,5.24453172233586
1451779200,2016-01-03T00:00:00,1.13683896124714,0.201307448166583,0.532434872400059,9.96553033429245,1.76466109062827,4.66732409145892
1451865600,2016-01-04T00:00:00,1.01902791372514,0.210506113856503,0.51535215133358,8.9327986917146,1.8452965940661,4.51757695859017
1451952000,2016-01-05T00:00:00,0.872207568883886,0.213350800877966,0.483140636160289,7.64577154883614,1.87023312049625,4.2352108165811
1452038400,2016-01-06T00:00:00,0.704985891157543,0.211837354367623,0.440429443400818,6.17990632188702,1.85696624838658,3.86080450085157
1452124800,2016-01-07T00:00:00,0.712390949153486,0.214062459741326,0.445055643176461,6.24481906027946,1.87647152209246,3.90135776808485
1452211200,2016-01-08T00:00:00,0.738148178829086,0.221802108802046,0.461147089078938,6.47060693561577,1.94431728575873,4.04241538286597
1452297600,2016-01-09T00:00:00,0.7422151084488,0.22302415823856,0.463687842831925,6.50625764066218,1.95502977111922,4.06468763026465
1452384000,2016-01-10T00:00:00,0.762549761797817,0.229134406998809,0.476391614876995,6.68451121191967,2.00859221175156,4.17604889601174
1452470400,2016-01-11T00:00:00,0.755093721973989,0.226893982374501,0.471733564963129,6.61915156682398,1.98895264949487,4.13521643046679
1452556800,2016-01-12T00:00:00,0.763905413755131,0.229541759440443,0.477238538261554,6.69639485697748,2.01216306325493,4.18347302640078
1452643200,2016-01-13T00:00:00,0.775141039430846,0.232917891144158,0.484257828185909,6.79488635165079,2.04175823376969,4.24500412187768
1452729600,2016-01-14T00:00:00,0.773873300936572,0.232536955338171,0.483465827428994,6.78377335600999,2.03841895049441,4.23806144324256
1452816000,2016-01-15T00:00:00,0.746846159082171,0.224415717312891,0.466581022792545,6.54685343051431,1.96722817796481,4.09004924579945
1452902400,2016-01-16T00:00:00,0.749523891646903,0.225220334524855,0.468253896360446,6.57032643417675,1.97428145244488,4.10471365549567
1452988800,2016-01-17T00:00:00,0.742590659704629,0.223137005581269,0.463922462889784,6.50954972297077,1.9560189909254,4.06674430969184
1453075200,2016-01-18T00:00:00,0.7553186064396,0.22696155667752,0.47187405818613,6.62112290404953,1.98954500583514,4.13644799405961
1453161600,2016-01-19T00:00:00,0.738460955755954,0.221896093430002,0.461342491809031,6.4733487381567,1.9451411550074,4.04412828319797
1453248000,2016-01-20T00:00:00,0.744077685689383,0.223583833885831,0.464851460242784,6.52258499275313,1.95993588784319,4.07488790048824
1453334400,2016-01-21T00:00:00,0.747036246218811,0.224472835556859,0.466699776902149,6.5485197343541,1.96772887649143,4.09109024432424
1453420800,2016-01-22T00:00:00,0.786976793676926,0.236474352199454,0.491652039503061,6.89863857337193,2.07293417138041,4.30982177828384
1453507200,2016-01-23T00:00:00,0.814343470042166,0.244697615092742,0.508748963271965,7.13853485838963,2.14501929390297,4.45969341204204
1453593600,2016-01-24T00:00:00,0.829136266126252,0.249142621475787,0.517990542468618,7.26820850886272,2.18398421985675,4.54070509527991
1453680000,2016-01-25T00:00:00,0.821000227951852,0.246697867866507,0.51290767370545,7.19688799822593,2.1625535097178,4.49614866770198
1453766400,2016-01-26T00:00:00,0.844456980088183,0.253746259014391,0.527561930502608,7.40250988745301,2.22433970652015,4.62460788278586
1453852800,2016-01-27T00:00:00,0.853430942144571,0.256442795787771,0.53316827974047,7.48117563883931,2.2479775478756,4.67375314020497
1453939200,2016-01-28T00:00:00,0.866450517011074,0.260354976626146,0.541302065371774,7.59530523211908,2.2822717251048,4.74505390504897
1454025600,2016-01-29T00:00:00,0.868638220226846,0.261012347599358,0.542668800396877,7.61448263850853,2.28803423905597,4.75703470427902
1454112000,2016-01-30T00:00:00,0.882704971551446,0.265239188763878,0.551456793935555,7.73779178061997,2.32508672870415,4.83407025563907
1454198400,2016-01-31T00:00:00,0.897989511255017,0.269831956497449,0.561005582640005,7.87177605566148,2.36534693065664,4.91777493742228
1454284800,2016-02-01T00:00:00,0.904266399417274,0.271718064288586,0.564135469344115,7.92679925729183,2.38188055155375,4.94521152427051
1454371200,2016-02-02T00:00:00,0.923417282025103,0.277472608253695,0.575214785011897,8.09467589423205,2.43232488395189,5.04233280541429
1454457600,2016-02-03T00:00:00,0.942214568115857,0.283120901935457,0.586078112711387,8.2594529041036,2.48183782636622,5.13756073602802
1454544000,2016-02-04T00:00:00,0.959445428356543,0.288298508881423,0.596016917134973,8.41049862497346,2.52722472885455,5.22468429560517
1454630400,2016-02-05T00:00:00,0.974326609131171,0.292770073496691,0.604389470663367,8.54094705564385,2.566422464272,5.29807809983507
1454716800,2016-02-06T00:00:00,0.984508483478143,0.295829569227343,0.609767208120167,8.6302013661694,2.59324200384689,5.34521934638138
1454803200,2016-02-07T00:00:00,1.004792399145,0.301924572099,0.621422133377816,8.80801017090507,2.64667079901983,5.44738642118994
1454889600,2016-02-08T00:00:00,1.01786768255314,0.305853492492343,0.629508650072132,8.92262810526085,2.68111171518788,5.51827282653231
1454976000,2016-02-09T00:00:00,1.04239196318777,0.313222659439611,0.6446758933798,9.137607949304,2.74570983264763,5.65122888136732
1455062400,2016-02-10T00:00:00,1.05641510299766,0.317436396018617,0.653348619671051,9.26053479287746,2.7826474474992,5.72725400003643
1455148800,2016-02-11T00:00:00,1.10538384436594,0.332150745267703,0.68363374101134,9.68979477971186,2.91163343301668,5.99273337370541
1455235200,2016-02-12T00:00:00,1.11894053457857,0.336224320958571,0.692017987708113,9.80863272611576,2.94734239752284,6.06622968024932
1455321600,2016-02-13T00:00:00,1.10899310575886,0.333235272482057,0.685865918440839,9.72143356508214,2.92114039857771,6.01230064105239
1455408000,2016-02-14T00:00:00,1.10304660845623,0.331448442033189,0.682188258216628,9.6693065697273,2.90547704286293,5.98006227152696
1455494400,2016-02-15T00:00:00,1.10680805401817,0.332578698236091,0.684514555198647,9.70227940152329,2.91538486873758,6.00045459087134
1455580800,2016-02-16T00:00:00,1.07107422929691,0.321841236699154,0.662414677043789,9.38903669401675,2.82126028090479,5.80672705896585
1455667200,2016-02-17T00:00:00,1.06261095709337,0.319298154326331,0.657180496657315,9.31484764988049,2.79896762082462,5.76084423369802
1455753600,2016-02-18T00:00:00,1.04098258604469,0.312799163410766,0.643804252479913,9.12525334926771,2.74199746645877,5.64358807723892
1455840000,2016-02-19T00:00:00,1.02538278989126,0.308111665990937,0.634156430089764,8.98850553618676,2.70090686407655,5.55901526616687
1455926400,2016-02-20T00:00:00,1.03870416825309,0.312114534110846,0.642395146234695,9.10528073890655,2.73599600601567,5.63123585189334
1456012800,2016-02-21T00:00:00,1.0191525900049,0.306239587304455,0.630303311666453,8.93389160398298,2.68449622231085,5.52523883006812
1456099200,2016-02-22T00:00:00,1.01169931979119,0.303999994905141,0.625693775327614,8.86855623728956,2.66486395533846,5.48483163452187
1456185600,2016-02-23T00:00:00,1.02701221846467,0.308601284070466,0.635164163608788,9.00278910706133,2.70519885616171,5.56784905819464
1456272000,2016-02-24T00:00:00,1.0071367546591,0.302629014664495,0.62287201935049,8.8285607913417,2.65284594254896,5.4600961216264
1456358400,2016-02-25T00:00:00,1.01356734305659,0.304561306998621,0.626849069698642,8.88493132923406,2.66978441714991,5.4949589449783
1456444800,2016-02-26T00:00:00,1.01771519517087,0.305807672392906,0.629414342994886,8.92129140086788,2.68071005619622,5.51744613069317
1456531200,2016-02-27T00:00:00,1.01451483849019,0.304846014718941,0.627435056051858,8.89323707420499,2.67228016502623,5.50009570135059
1456617600,2016-02-28T00:00:00,1.02091557285334,0.306769336377583,0.63139364292664,8.9493459116324,2.68914000268589,5.53479667389492
1456704000,2016-02-29T00:00:00,1.02731629934083,0.308692655669709,0.63535222493065,9.0054546800217,2.70599981960067,5.56949760374207
1456790400,2016-03-01T00:00:00,1.03265024026809,0.310295422403846,0.638651044620317,9.05221200619004,2.72004967279211,5.5984150571417
1456876800,2016-03-02T00:00:00,1.07425494931063,0.322796993858469,0.664381819528427,9.41691888565697,2.82963844816334,5.82397102998619
1456963200,2016-03-03T00:00:00,1.05291919872771,0.316385930866114,0.651186548887712,9.22988969604714,2.77343906997236,5.70830128754968
1457049600,2016-03-04T00:00:00,1.06859054533011,0.321094928088994,0.660878622242221,9.36726472036378,2.81471813962812,5.79326200257531
1457136000,2016-03-05T00:00:00,1.06683406122086,0.320567131786457,0.659792310180797,9.35186738066203,2.81009147724008,5.78373939104487
1457222400,2016-03-06T00:00:00,1.07687830825954,0.323585272640023,0.666004257472859,9.43991525020315,2.83654849996244,5.83819332100709
1457308800,2016-03-07T00:00:00,1.07248323365835,0.322264620712882,0.663286087393797,9.40138802624913,2.82497166516913,5.81436584209403
1457395200,2016-03-08T00:00:00,1.08126245143275,0.324902639842162,0.668715666920273,9.47834664925952,2.8480965408564,5.86196153622311
1457481600,2016-03-09T00:00:00,1.08744544193647,0.326760532839477,0.672539588312137,9.53254674401508,2.86438283087085,5.89548203114419
1457568000,2016-03-10T00:00:00,1.1036591070767,0.331632488393465,0.682567063032176,9.67467573263433,2.90709039325712,5.98338287454006
1457654400,2016-03-11T00:00:00,1.10403620721401,0.331745801151099,0.682800283717391,9.67798139243802,2.90808369289054,5.98542728706665
1457740800,2016-03-12T00:00:00,1.09783375068281,0.329882058913659,0.678964323400532,9.62361065848552,2.89174612843714,5.95180125892907
1457827200,2016-03-13T00:00:00,1.08232763035659,0.32522270963077,0.669374435597111,9.48768400770591,2.85090227262333,5.86773630244428
1457913600,2016-03-14T00:00:00,1.10196872607898,0.331124555053351,0.681521632984423,9.65985785280836,2.90263784959767,5.97421863474145
1458000000,2016-03-15T00:00:00,1.10920490348853,0.333298914423374,0.685996906490835,9.72329018398042,2.92169828383529,6.01344888229866
1458086400,2016-03-16T00:00:00,1.09266504128218,0.328328941697191,0.675767692509134,9.57830175187962,2.87813150291758,5.92377959253507
1458172800,2016-03-17T00:00:00,1.07819267333698,0.323980219012951,0.666817137378356,9.45143697447199,2.84001059986753,5.84531902625867
1458259200,2016-03-18T00:00:00,1.05711935315698,0.317648012296951,0.653784168981349,9.26670824977411,2.78450247579507,5.7310720252905
1458345600,2016-03-19T00:00:00,1.05512304181361,0.317048151620619,0.65254953379209,9.24920858453812,2.77924409710635,5.72024921322146
1458432000,2016-03-20T00:00:00,1.07529658523589,0.323109989340206,0.665026027843923,9.42604986617777,2.83238216655624,5.82961816007983
1458518400,2016-03-21T00:00:00,1.06826993998869,0.320998591143566,0.660680341228738,9.36445429394082,2.8138736499645,5.79152387121112
1458604800,2016-03-22T00:00:00,1.06165846061023,0.319011943867989,0.656591417363828,9.30649806570926,2.79645869994679,5.75568036461132
1458691200,2016-03-23T00:00:00,1.06543053832474,0.320145394868263,0.658924289888157,9.33956409895469,2.80639453141519,5.77613032515959
1458777600,2016-03-24T00:00:00,1.07841401112651,0.324046727594674,0.666954025556933,9.45337722153502,2.84059361409491,5.84651898803208
1458864000,2016-03-25T00:00:00,1.09174984134017,0.328053938272491,0.675201679568635,9.57027910918794,2.87572082289666,5.91881792309865
1458950400,2016-03-26T00:00:00,1.11010764412286,0.333570174018857,0.686555213869902,9.73120360838096,2.9240761454493,6.01834300478356
1459036800,2016-03-27T00:00:00,1.10470830889423,0.331947757308789,0.683215950536052,9.68387303576681,2.90985404056884,5.98907102239903
1459123200,2016-03-28T00:00:00,1.13818433694943,0.342006785875029,0.703919475750593,9.97732389769869,2.9980314849805,6.1705581244297
1459209600,2016-03-29T00:00:00,1.14790318761497,0.344927150152251,0.709930178976156,10.0625193426328,3.02363139823464,6.22324794890499
1459296000,2016-03-30T00:00:00,1.14574342989651,0.344278176368674,0.7085944590303,10.0435869064728,3.0179424940478,6.21153902785961
1459382400,2016-03-31T00:00:00,1.1209063933368,0.33681503110416,0.693233789245324,9.82586544399039,2.95252056265907,6.07688739652451
1459468800,2016-04-01T00:00:00,1.12953506770646,0.339407814269177,0.698570263963462,9.9015044035148,2.97524889988361,6.12366693390371
1459555200,2016-04-02T00:00:00,1.11564553861389,0.335234225643806,0.689980170320573,9.77974879148932,2.9386632219936,6.04836617303014
1459641600,2016-04-03T00:00:00,1.1179805693364,0.33593586625368,0.691424289299102,9.80021767080288,2.94481380357976,6.06102531999593
1459728000,2016-04-04T00:00:00,1.11512839596326,0.335078832277337,0.689660339189796,9.77521551901391,2.93730104374314,6.04556253333775
1459814400,2016-04-05T00:00:00,1.11433874205394,0.334841553493303,0.689171971227047,9.76829341284486,2.93522105792229,6.04128149977629
1459900800,2016-04-06T00:00:00,1.12652524970074,0.338503410519463,0.696708817232992,9.87512033887671,2.96732089661361,6.1073494918644
1459987200,2016-04-07T00:00:00,1.14395199094491,0.343739876676754,0.707486528858787,10.0278831526231,3.01322375894843,6.20182691197613
1460073600,2016-04-08T00:00:00,1.13443643753743,0.340880600080629,0.701601556496554,9.9444698114531,2.98815934030679,6.15023924424879
1460160000,2016-04-09T00:00:00,1.15947678448131,0.348404836970434,0.717087965262814,10.1639734927632,3.05411680088283,6.28599310349382
1460246400,2016-04-10T00:00:00,1.19322682017223,0.358546200592389,0.737960952756023,10.4598263056298,3.14301599439288,6.4689657118593
1460332800,2016-04-11T00:00:00,1.17907358744366,0.354293373103817,0.729207769427939,10.3357590675311,3.10573570862806,6.39223530680531
1460419200,2016-04-12T00:00:00,1.17145261799383,0.352003389678309,0.724494518115579,10.2689536493339,3.08566171392005,6.35091894580116
1460505600,2016-04-13T00:00:00,1.17907358744366,0.354293373103817,0.729207769427939,10.3357590675311,3.10573570862806,6.39223530680531
1460592000,2016-04-14T00:00:00,1.21485722576863,0.365045802858069,0.751338455216213,10.6494384410878,3.19999150785383,6.58623289842532
1460678400,2016-04-15T00:00:00,1.22014032925526,0.366633293727737,0.754605834072094,10.6957501262516,3.21390745281734,6.61487474147598
1460764800,2016-04-16T00:00:00,1.20466074205646,0.361981917239177,0.745032355899815,10.5600560648669,3.17313348651863,6.53095363181778
1460851200,2016-04-17T00:00:00,1.20052297079794,0.360738580986103,0.742473317191836,10.5237843620148,3.16223440092418,6.50852109850364
1460937600,2016-04-18T00:00:00,1.19017825387714,0.357630153581143,0.736075541826912,10.433102573487,3.1349859262923,6.45243819965471
1461024000,2016-04-19T00:00:00,1.20393119262446,0.361762698920777,0.744581160046001,10.553660834546,3.17121181873953,6.52699844896325
1461110400,2016-04-20T00:00:00,1.21775296471509,0.365915927615246,0.753129348813083,10.6748224886924,3.20761902147524,6.60193187169549
1461196800,2016-04-21T00:00:00,1.20668653465251,0.362590636575874,0.746285224012566,10.5778141627639,3.17846952022411,6.54193627369415
1461283200,2016-04-22T00:00:00,1.21135005929263,0.363991953586869,0.749169419228797,10.6186946197592,3.19075346514249,6.56721912895964
1461369600,2016-04-23T00:00:00,1.2183453462528,0.36609392910336,0.753495712053145,10.680015305252,3.20917938252005,6.60514341185787
1461456000,2016-04-24T00:00:00,1.18803244921817,0.356985372476091,0.734748451265593,10.4142924498465,3.12933377512542,6.44080492379419
1461542400,2016-04-25T00:00:00,1.17987128766103,0.354533069678949,0.729701113696165,10.3427517076366,3.10783688880566,6.39655996266058
1461628800,2016-04-26T00:00:00,1.181037162258,0.3548833969596,0.730422158441246,10.3529717643536,3.11090785774785,6.40288064089596
1461715200,2016-04-27T00:00:00,1.1390654667492,0.34227155174904,0.704464417731069,9.98504788152349,3.00035242263208,6.17533508583055
1461801600,2016-04-28T00:00:00,1.12040006660434,0.336662887753783,0.692920647308206,9.82142698385367,2.95118687404966,6.07414239430373
1461888000,2016-04-29T00:00:00,1.13786864077474,0.341911924058263,0.703724230851707,9.9745565050314,2.99719992629473,6.16884660764607
1461974400,2016-04-30T00:00:00,1.14018224967874,0.342607127743063,0.705155101330175,9.99483760068386,3.00329408179569,6.18138961826032
1462060800,2016-05-01T00:00:00,1.16697824066057,0.350658908506971,0.721727302608837,10.2297312576306,3.07387599197211,6.32666153466907
1462147200,2016-05-02T00:00:00,1.20193515692949,0.361162921072526,0.743346695333765,10.5361635856439,3.16595416612176,6.51617713129579
1462233600,2016-05-03T00:00:00,1.20191638658606,0.361157280874697,0.743335086660305,10.5359990448134,3.1659047241476,6.51607536966423
1462320000,2016-05-04T00:00:00,1.24619909202823,0.374463548819589,0.770722090494163,10.9241812407195,3.28254746895251,6.75614984527183
1462406400,2016-05-05T00:00:00,1.26950876080354,0.381467743692823,0.785138147095518,11.1285137972039,3.34394624121129,6.88252099743931
1462492800,2016-05-06T00:00:00,1.27417178665131,0.382868910824434,0.788022033829518,11.1693898817854,3.35622887228699,6.90780114854955
1462579200,2016-05-07T00:00:00,1.2788348256252,0.38427008190024,0.790905928681471,11.2102660814305,3.3685115379375,6.93308137082178
1462665600,2016-05-08T00:00:00,1.29398965963046,0.388823875077977,0.80027856056697,11.3431133563206,3.40843008893355,7.01524186193006
1462752000,2016-05-09T00:00:00,1.31031023697154,0.393727956094423,0.810372156018016,11.4861795372925,3.45141926312371,7.10372231965393
1462838400,2016-05-10T00:00:00,1.31847054533126,0.396180002518937,0.815418965920469,11.5577128003738,3.472913902081,7.14796265525883
1462924800,2016-05-11T00:00:00,1.28962153819234,0.387511322159383,0.797577059893561,11.3048224037941,3.39692425004915,6.99156050702696
1463011200,2016-05-12T00:00:00,1.2851142799428,0.38615696078136,0.79478950891338,11.2653117779786,3.3850519182094,6.96712483513469
1463097600,2016-05-13T00:00:00,1.28892446276709,0.387301861777646,0.79714594785663,11.2987118406163,3.39508812034284,6.98778137891122
1463184000,2016-05-14T00:00:00,1.29658356357891,0.389603303087554,0.801882781823818,11.3658515183328,3.4152625548655,7.02930446546759
1463270400,2016-05-15T00:00:00,1.27692147132411,0.383695148531794,0.789722598958137,11.1934936176272,3.36347167202971,6.92270830246703
1463356800,2016-05-16T00:00:00,1.25629715613549,0.377497860869726,0.776967321395449,11.0127008706837,3.30914624838402,6.8108955393525
1463443200,2016-05-17T00:00:00,1.250827661826,0.3758543624412,0.773584667600306,10.9647552835667,3.29473934115956,6.78124319618428
1463529600,2016-05-18T00:00:00,1.27892556645326,0.384297348115337,0.790962048093803,11.2110615155293,3.36875055357905,6.93357331359028
1463616000,2016-05-19T00:00:00,1.25484271704206,0.377060824421897,0.776067811561302,10.9999512575907,3.30531518688235,6.80301043614638
1463702400,2016-05-20T00:00:00,1.25104016049017,0.375918215002491,0.773716089149018,10.9666180468568,3.29529907271184,6.78239523748029
1463788800,2016-05-21T00:00:00,1.2472376170644,0.37477560952728,0.771364374854686,10.9332849511865,3.28528299311614,6.76178010997618
1463875200,2016-05-22T00:00:00,1.30427591283823,0.391914735041589,0.806640178567143,11.4332826519399,3.43552456737457,7.07100780531957
1463961600,2016-05-23T00:00:00,1.35370912176051,0.406768649605474,0.837212553690937,11.8666141613527,3.56573398244159,7.33900524565475
1464048000,2016-05-24T00:00:00,1.36197420276446,0.409252178588777,0.842324161097981,11.9390658614332,3.58750459750922,7.3838135961849
1464134400,2016-05-25T00:00:00,1.34751526283417,0.404907490815292,0.833381910633601,11.8123187940043,3.54941906448684,7.30542582861414
1464220800,2016-05-26T00:00:00,1.37098285189046,0.411959138289977,0.847895634333143,12.0180356796717,3.61123380624994,7.43265313056433
1464307200,2016-05-27T00:00:00,1.36289448776314,0.409528709994343,0.842893318933655,11.9471330797317,3.58992867181041,7.38880283377242
1464393600,2016-05-28T00:00:00,1.35714316265383,0.407800525770309,0.839336364559576,11.8967169638235,3.57477940890252,7.35762257172925
1464480000,2016-05-29T00:00:00,1.31509580822229,0.395165946223886,0.813331831965603,11.5281298548766,3.46402468459858,7.12966683901048
1464566400,2016-05-30T00:00:00,1.27421696673669,0.382882486741166,0.788049975825359,11.1697859304138,3.35634787877306,6.90804608808509
1464652800,2016-05-31T00:00:00,1.25239746633789,0.376326064412606,0.774555526127493,10.9785161899179,3.2988742806409,6.7897537420336
1464739200,2016-06-01T00:00:00,1.25890005147223,0.378279990652389,0.778577103450423,11.0355178512056,3.31600239805884,6.82500688884641
1464825600,2016-06-02T00:00:00,1.26280160517806,0.379452347185097,0.780990051467772,11.0697188709909,3.32627927542456,6.84615879116649
1464912000,2016-06-03T00:00:00,1.26670314575777,0.380624699773611,0.783402991367167,11.1039197757126,3.33655611821548,6.86731062232458
1464998400,2016-06-04T00:00:00,1.24849591263206,0.375153707879897,0.772142578110144,10.9443151701326,3.28859740327518,6.76860183971352
1465084800,2016-06-05T00:00:00,1.27840779374914,0.384141765427543,0.79064182730126,11.206522720005,3.36738671573784,6.93076625812284
1465171200,2016-06-06T00:00:00,1.31222121544594,0.394302175563703,0.811554016391772,11.5029311745991,3.45645287099142,7.11408250769027
1465257600,2016-06-07T00:00:00,1.32912792629434,0.399382380631783,0.822010110937028,11.6511354018962,3.50098594861821,7.20574063247398
1465344000,2016-06-08T00:00:00,1.32760744971994,0.398925500942503,0.821069759678978,11.637806904245,3.49698094126198,7.19749751334592
1465430400,2016-06-09T00:00:00,1.35922165659874,0.408425081047063,0.840621826255505,11.9149370417446,3.58025426045855,7.36889092895576
1465516800,2016-06-10T00:00:00,1.35876838562023,0.408288880129989,0.840341497086309,11.9109636683469,3.57906032321948,7.36643356345859
1465603200,2016-06-11T00:00:00,1.40357865584777,0.421753673131611,0.868054777705999,12.3037704971616,3.69709269867171,7.60936818137078
1465689600,2016-06-12T00:00:00,1.36926952644497,0.411444310498252,0.846836014102725,12.0030166688166,3.60672082582767,7.42336449962449
1465776000,2016-06-13T00:00:00,1.35414998856103,0.406901123258949,0.837485211394105,11.870478799726,3.56689524648794,7.34139536308072
1465862400,2016-06-14T00:00:00,1.34094606266983,0.402933547789509,0.829319134696815,11.7547331853637,3.53211547992283,7.26981153475228
1465948800,2016-06-15T00:00:00,1.35094719042309,0.405938731964846,0.835504414511731,11.8424030712488,3.55845892440384,7.32403169760984
1466035200,2016-06-16T00:00:00,1.3304782884276,0.39978814356312,0.822845253518117,11.6629726763563,3.50454286647431,7.21306149233982
1466121600,2016-06-17T00:00:00,1.3368748014324,0.40171019676888,0.826801229659064,11.7190445093564,3.521391584876,7.24773957919135
1466208000,2016-06-18T00:00:00,1.33943342238566,0.402479022784217,0.828383629856986,11.7414733806327,3.52813111372645,7.26161089932634
1466294400,2016-06-19T00:00:00,1.37909190277389,0.414395782635806,0.852910743627299,12.0891196197159,3.63259343058547,7.47661557863691
1466380800,2016-06-20T00:00:00,1.38292980795154,0.415549013770423,0.855284327688276,12.1227626965032,3.64270265471153,7.49742241651543
1466467200,2016-06-21T00:00:00,1.41507641002577,0.425208570395211,0.875165658457511,12.4045598102859,3.72737832808442,7.67170216203854
1466553600,2016-06-22T00:00:00,1.39692456910234,0.419754223001383,0.863939502964128,12.2454407727511,3.67956551883012,7.57329368298354
1466640000,2016-06-23T00:00:00,1.39764422144417,0.419970467397291,0.864384577881026,12.2517492451796,3.68146111720466,7.57719520970507
1466726400,2016-06-24T00:00:00,1.38333031195063,0.415669359026469,0.855532022684526,12.1262735145592,3.64375760122602,7.49959371085256
1466812800,2016-06-25T00:00:00,1.40260331992577,0.421460599775211,0.867451573173475,12.2952207024693,3.6945236176295,7.60408049043868
1466899200,2016-06-26T00:00:00,1.37570251692137,0.413377324619931,0.850814550036362,12.0594082633327,3.62366562761832,7.45824034561875
1466985600,2016-06-27T00:00:00,1.36679938862811,0.410702072296594,0.845308337029138,11.9813634407141,3.60021436575195,7.40997288239742
1467072000,2016-06-28T00:00:00,1.36805414014491,0.411079105716754,0.846084348437159,11.9923625925103,3.60351944071307,7.41677539840013
1467158400,2016-06-29T00:00:00,1.39128782184463,0.418060467649269,0.860453410205881,12.19602904629,3.66471805941349,7.54273459386476
1467244800,2016-06-30T00:00:00,1.40495470578669,0.422167154851166,0.868905807122027,12.3158329509261,3.70071727942532,7.61682830523169
1467331200,2016-07-01T00:00:00,1.44048859353514,0.432844538420743,0.890882032609644,12.6273230109291,3.79431522379623,7.80947189785614
1467417600,2016-07-02T00:00:00,1.42272166278703,0.427505850580149,0.879893927983789,12.4715780959911,3.74751628618558,7.7131501727059
1467504000,2016-07-03T00:00:00,1.43365517781634,0.430791202708183,0.886655850387478,12.5674212887381,3.77631568293993,7.77242518449663
1467590400,2016-07-04T00:00:00,1.43935364406343,0.432503503661829,0.890180113762936,12.61737404386,3.79132571309959,7.8033188772459
1467676800,2016-07-05T00:00:00,1.43898678229526,0.432393267375737,0.889953225081428,12.6141581336002,3.79035938181571,7.8013299710638
1467763200,2016-07-06T00:00:00,1.43439113279211,0.431012345793394,0.887111007802585,12.5738726700557,3.77825422322489,7.77641509439746
1467849600,2016-07-07T00:00:00,1.42015141209651,0.426733530008674,0.878304335279093,12.449047278438,3.74074612405604,7.69921580305653
1467936000,2016-07-08T00:00:00,1.41021772631846,0.423748611103577,0.872160765509101,12.3619685889076,3.71458032493396,7.64536127045278
1468022400,2016-07-09T00:00:00,1.41405391197514,0.424901325548743,0.874533286118173,12.3955965923741,3.72468501976028,7.66615878611191
1468108800,2016-07-10T00:00:00,1.42080368809371,0.426929528855314,0.878707740740834,12.4547651298295,3.74246424994569,7.70275205533415
1468195200,2016-07-11T00:00:00,1.4133201884388,0.42468085297656,0.874079508755156,12.3891647718545,3.72275235719253,7.6621809737477
1468281600,2016-07-12T00:00:00,1.41053532577971,0.423844044828514,0.87235718751124,12.364752665785,3.71541689696676,7.64708310572353
1468368000,2016-07-13T00:00:00,1.39521855490251,0.419241592125874,0.862884404433792,12.2304858522754,3.67507179657541,7.56404468926662
1468454400,2016-07-14T00:00:00,1.4007882933468,0.42091521236616,0.866329055039579,12.279310179478,3.68974275160176,7.59424049647694
1468540800,2016-07-15T00:00:00,1.38686396692526,0.416731167681737,0.857717440702043,12.1572495340668,3.65306541589811,7.5187510851941
1468627200,2016-07-16T00:00:00,1.39800343068771,0.420078404218114,0.864606733795662,12.2548980734085,3.68240729137599,7.57914262845277
1468713600,2016-07-17T00:00:00,1.3882563982548,0.41714957175576,0.858578601324001,12.1694555871016,3.65673314601099,7.52630001920619
1468800000,2016-07-18T00:00:00,1.39522467167177,0.419243430120411,0.862888187400109,12.2305394718747,3.67508790843553,7.56407785074935
