,Average electricity cost assumption: 0.05 USD/kWh,,,,,,
Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh"
1372636800,2013-07-01T00:00:00,0.108428490855824,0.00163118296925787,0.0288931269223518,0.950484150842155,0.0142989499085145,0.253277150601336
1372723200,2013-07-02T00:00:00,0.109506671333701,0.00164740296475368,0.0291804315334057,0.959935480911223,0.0144411343890307,0.255795662821834
1372809600,2013-07-03T00:00:00,0.112157515894029,0.00168728189755839,0.0298868066542659,0.983172784327054,0.0147907131139969,0.261987747131295
1372896000,2013-07-04T00:00:00,0.113531819101776,0.0017079567217617,0.0302530195997549,0.995219926246168,0.0149719486229631,0.265197969811451
1372982400,2013-07-05T00:00:00,0.116841590568953,0.00175774845829499,0.0311349801096755,1.02423338292744,0.0154084229854138,0.272929235641416
1373068800,2013-07-06T00:00:00,0.119534992594811,0.00179826761962672,0.0318526955917577,1.04784374508611,0.0157636139536479,0.279220729557348
1373155200,2013-07-07T00:00:00,0.122863814817035,0.00184834595304002,0.032739732589225,1.07702420068613,0.0162026006243488,0.286996495877147
1373241600,2013-07-08T00:00:00,0.126394383869427,0.00190145933739681,0.0336805294124008,1.1079731689994,0.0166681925516204,0.295243520829105
1373328000,2013-07-09T00:00:00,0.129622333152123,0.00195002015249256,0.034540686623736,1.13626937241151,0.0170938766567497,0.30278365894367
1373414400,2013-07-10T00:00:00,0.130800414533999,0.0019677430431401,0.0348546120009384,1.14659643380503,0.0172492355161661,0.305535528800226
1373500800,2013-07-11T00:00:00,0.135679761825931,0.00204114725766779,0.0361548200873121,1.18936879216611,0.0178926968607159,0.316933152885378
1373587200,2013-07-12T00:00:00,0.135966806200489,0.00204546551287455,0.036231309296753,1.19188502315348,0.0179305506858583,0.317603657295337
1373673600,2013-07-13T00:00:00,0.13652407169672,0.00205384893663737,0.0363798047944304,1.19677001249344,0.0180040397785632,0.318905368827977
1373760000,2013-07-14T00:00:00,0.139037682340712,0.00209166334170252,0.0370496109569713,1.21880432339868,0.0183355208533643,0.32477688964881
1373846400,2013-07-15T00:00:00,0.139956467062845,0.00210548540986309,0.037294441106145,1.2268583902729,0.0184566851028599,0.326923070736467
1373932800,2013-07-16T00:00:00,0.141581365215012,0.00212993014917167,0.0377274305185761,1.24110224747479,0.0186709676876389,0.330718655925838
1374019200,2013-07-17T00:00:00,0.144603016600993,0.0021753874477188,0.0385326151736531,1.26759004352431,0.019069446366703,0.337776904612243
1374105600,2013-07-18T00:00:00,0.142994942652821,0.00215119580936931,0.0381041089358707,1.25349366729463,0.0188573824649314,0.334020618931842
1374192000,2013-07-19T00:00:00,0.145097810267781,0.00218283105406424,0.0386644636952183,1.27192740480737,0.0191346970199272,0.338932688752283
1374278400,2013-07-20T00:00:00,0.148685053176438,0.00223679703194521,0.0396203624985959,1.30337317614466,0.0196077627820317,0.347312097662692
1374364800,2013-07-21T00:00:00,0.152024899727257,0.00228704121380765,0.0405103371679132,1.33265027100913,0.0200482032802379,0.355113615613927
1374451200,2013-07-22T00:00:00,0.153063821192848,0.00230267060224323,0.0407871803622689,1.34175745657651,0.0201852104992642,0.357540423055649
1374537600,2013-07-23T00:00:00,0.15361472756036,0.00231095836016782,0.0409339813319514,1.34658670179412,0.0202578609852311,0.358827280355886
1374624000,2013-07-24T00:00:00,0.154351764465124,0.00232204623972121,0.0411303808268417,1.35304756730128,0.0203550573373961,0.360548918328095
1374710400,2013-07-25T00:00:00,0.156012677389663,0.00234703278020096,0.0415729671577673,1.36760712999778,0.0205740893512417,0.364428630104988
1374796800,2013-07-26T00:00:00,0.159096702640646,0.00239342842240218,0.0423947726842028,1.3946416953479,0.0209807935507775,0.371632577349722
1374883200,2013-07-27T00:00:00,0.162837565207423,0.00244970543281796,0.0433916067827673,1.42743409660827,0.0214741178240823,0.380370825057738
1374969600,2013-07-28T00:00:00,0.163049176961772,0.00245288889029363,0.0434479953318324,1.4292890852469,0.0215020240123139,0.380865127078843
1375056000,2013-07-29T00:00:00,0.168029126126574,0.00252780654525016,0.0447750109727381,1.47294331962555,0.0221587521756629,0.392497746187022
1375142400,2013-07-30T00:00:00,0.176304967194479,0.0026523071345298,0.046980288612193,1.54548934242681,0.0232501243412882,0.411829209974484
1375228800,2013-07-31T00:00:00,0.180886235321038,0.0027212270880094,0.0482010670293896,1.58564873882422,0.0238542766534904,0.422530553579629
1375315200,2013-08-01T00:00:00,0.185467505349819,0.00279014707010576,0.0496549041752137,1.62580815189651,0.0244584292165471,0.435274889999924
1375401600,2013-08-02T00:00:00,0.189605426359327,0.00285239737189976,0.0510103520404473,1.66208116746586,0.0250041153620733,0.447156745986561
