Pre_Ban_Beta,Pre_Ban_Pval,Post_Ban_Beta,Post_Ban_Pval,DiD_Interaction,DiD_Pval,Strategy_Excess_Return
-0.21479757729858837,0.05493809648767926,-0.429505972004478,0.1675275024256474,-0.21470839470592615,0.6161456494747743,-767.7019702986009
