timestamp,option_price,greek_delta,greek_gamma,greek_vega,greek_theta,greek_rho,param_S0,param_K,param_T,param_r,param_sigma,param_volatility_method,param_volatility_cap,param_deseasonalized,param_location,param_data_source,param_parameter,param_date_range,param__source,computed_premium_pct,computed_moneyness,computed_time_to_maturity_days,meta_scenario
2025-12-07T23:06:53.170342,0.03563674613277419,0.8469203142365754,64.57100074086762,0.00012170071214742326,-5.000440096990938e-05,8.112390642806694e-05,0.051628,0.051628,1.0,0.05,2.0,log,2.0,True,"{'latitude': 24.99, 'longitude': 121.3, 'name': 'Taoyuan, Taiwan'}",NASA POWER API,ALLSKY_SFC_SW_DWN (GHI),2020-2024,nasa_api_or_cache,69.02600552563375,1.0,365.0,presentation_demo
